sqrtom 224.8K

11209.4219197 0.81182
10168.6961111 1.0059
9225.61803735 1.2738
8368.5353219 1.6241
7591.52557745 2.0171
6886.34248258 2.6236
6886.34248258 2.5055
6247.03867936 3.2662
5667.69661176 4.2328
5140.29952165 5.254
4662.80024432 6.7325
4231.3043536 8.9952
3837.76167558 11.432
3482.13885504 14.317
3158.45109384 19.095
2864.8030732 24.719
2599.04838811 32.005
2357.37694839 41.894
2139.60950054 54.627
1939.8452723 71.801
1760.03864166 90.787
1596.21254033 119.23
1448.38872902 157.93
1314.53475541 202.79
1192.66521778 262.36
1080.78997981 343.13
980.889477 450.68
889.022991711 564.9
807.118735161 703.16
731.183940334 934.84
663.262556822 1040.3
603.316838842 1477.6
547.375533394 1690.1
495.450788253 2019.2
449.497930944 2723.5
407.548774499 2512.8
